SEASON_1,TEAM_ID,TEAM_NAME,FGA,FGM,FG3M,Points,PPS,eFG
2018,1610612763,Memphis Grizzlies,6788,3013,758,6784,0.99941072480848558,0.49970536240424279
2021,1610612759,San Antonio Spurs,6518,3014,716,6744,1.0346732126419147,0.51733660632095735
2023,1610612742,Dallas Mavericks,6909,3283,1246,7812,1.1306990881458967,0.56534954407294835
2022,1610612738,Boston Celtics,7167,3341,1085,7767,1.0837170364169109,0.54185851820845543
2010,1610612752,New York Knicks,6876,3127,743,6997,1.0175974403723096,0.5087987201861548
2008,1610612750,Minnesota Timberwolves,6817,3076,441,6593,0.96714097110165764,0.48357048555082882
2008,1610612759,San Antonio Spurs,6424,2938,594,6470,1.0071606475716064,0.5035803237858032
2011,1610612760,Oklahoma City Thunder,6609,3066,487,6619,1.0015130882130427,0.50075654410652137
2022,1610612761,Toronto Raptors,7489,3332,979,7643,1.0205634931232475,0.51028174656162373
2009,1610612756,Phoenix Suns,6694,3372,552,7296,1.0899312817448461,0.54496564087242305
2004,1610612764,Washington Wizards,6557,2759,434,5952,0.90773219460118959,0.4538660973005948
2006,1610612751,New Jersey Nets,6317,2778,477,6033,0.95504195029286054,0.47752097514643027
2023,1610612753,Orlando Magic,7074,3323,883,7529,1.0643200452360757,0.53216002261803785
2019,1610612754,Indiana Pacers,7135,3390,779,7559,1.0594253679046952,0.52971268395234761
2004,1610612751,New Jersey Nets,6372,2813,377,6003,0.94209039548022599,0.471045197740113
2010,1610612738,Boston Celtics,6293,3039,499,6577,1.0451295089782298,0.52256475448911488
2013,1610612737,Atlanta Hawks,6644,3084,706,6874,1.0346177001806141,0.51730885009030703
2025,1610612752,New York Knicks,7315,3553,1031,8137,1.1123718386876282,0.55618591934381412
2008,1610612741,Chicago Bulls,6861,2987,474,6448,0.93980469319341209,0.46990234659670604
2016,1610612765,Detroit Pistons,7083,3111,740,6962,0.98291684314555983,0.49145842157277991
2022,1610612739,Cleveland Cavaliers,6940,3255,953,7463,1.0753602305475505,0.53768011527377524
2018,1610612742,Dallas Mavericks,7042,3128,967,7223,1.0257029253053109,0.51285146265265547
2005,1610612746,Los Angeles Clippers,6368,2924,231,6079,0.9546168341708543,0.47730841708542715
2017,1610612750,Minnesota Timberwolves,6921,3235,601,7071,1.0216731686172518,0.51083658430862589
2006,1610612758,Sacramento Kings,6500,2954,494,6402,0.9849230769230769,0.49246153846153845
2015,1610612741,Chicago Bulls,6797,3001,645,6647,0.97793144034132706,0.48896572017066353
2021,1610612739,Cleveland Cavaliers,6175,2778,720,6276,1.0163562753036437,0.50817813765182185
2024,1610612761,Toronto Raptors,7356,3466,942,7874,1.0704187058183796,0.53520935290918981
2014,1610612766,Charlotte Bobcats,6727,2976,516,6468,0.96149843912591049,0.48074921956295524
2019,1610612752,New York Knicks,7241,3134,823,7091,0.97928462919486259,0.48964231459743129
2007,1610612758,Sacramento Kings,6532,2941,530,6412,0.98162890385793022,0.49081445192896511
2013,1610612759,San Antonio Spurs,6674,3210,663,7083,1.0612825891519329,0.53064129457596643
2017,1610612748,Miami Heat,7030,3200,806,7206,1.0250355618776672,0.5125177809388336
2020,1610612740,New Orleans Pelicans,6598,3065,982,7112,1.0779023946650501,0.53895119733252506
2010,1610612762,Utah Jazz,6575,3227,439,6893,1.0483650190114069,0.52418250950570344
2004,1610612737,Atlanta Hawks,6529,2829,419,6077,0.93077040894470819,0.4653852044723541
2020,1610612761,Toronto Raptors,6331,2897,995,6789,1.0723424419522982,0.53617122097614911
2006,1610612746,Los Angeles Clippers,6443,2993,290,6276,0.97408039733043617,0.48704019866521808
2025,1610612750,Minnesota Timberwolves,7182,3364,1233,7961,1.1084656084656084,0.55423280423280419
2017,1610612744,Golden State Warriors,7139,3531,981,8043,1.1266283793248355,0.56331418966241775
2020,1610612744,Golden State Warriors,5730,2510,678,5698,0.99441535776614309,0.49720767888307155
2014,1610612753,Orlando Magic,6782,3021,562,6604,0.97375405485107636,0.48687702742553818
2010,1610612741,Chicago Bulls,6824,3081,352,6514,0.95457209847596713,0.47728604923798357
2013,1610612741,Chicago Bulls,6698,2926,446,6298,0.94028068080023885,0.47014034040011943
2011,1610612755,Philadelphia 76ers,6775,3125,443,6693,0.98789667896678968,0.49394833948339484
2022,1610612745,Houston Rockets,7083,3229,1105,7563,1.0677678949597629,0.53388394747988144
2007,1610612759,San Antonio Spurs,6328,2999,595,6593,1.0418773704171935,0.52093868520859676
2024,1610612744,Golden State Warriors,7515,3582,1211,8375,1.1144377910844976,0.55721889554224879
2014,1610612744,Golden State Warriors,7005,3236,774,7246,1.0344039971448964,0.5172019985724482
2019,1610612759,San Antonio Spurs,7248,3468,812,7748,1.0689845474613686,0.53449227373068431
2008,1610612737,Atlanta Hawks,6552,2975,384,6334,0.96672771672771673,0.48336385836385837
2015,1610612765,Detroit Pistons,7038,3041,703,6785,0.96405228758169936,0.48202614379084968
2017,1610612743,Denver Nuggets,7190,3377,870,7624,1.0603616133518776,0.53018080667593881
2011,1610612746,Los Angeles Clippers,6590,3012,510,6534,0.99150227617602427,0.49575113808801213
2025,1610612753,Orlando Magic,7034,3130,921,7181,1.0208984930338356,0.51044924651691781
2010,1610612749,Milwaukee Bucks,6992,3048,643,6739,0.96381578947368418,0.48190789473684209
2023,1610612741,Chicago Bulls,7116,3488,854,7830,1.1003372681281618,0.5501686340640809
2012,1610612759,San Antonio Spurs,5463,2611,552,5774,1.0569284276038806,0.52846421380194031
2005,1610612749,Milwaukee Bucks,6580,2964,325,6253,0.95030395136778112,0.47515197568389056
2021,1610612737,Atlanta Hawks,6281,2937,895,6769,1.0776946346123228,0.53884731730616142
2013,1610612762,Utah Jazz,6710,3046,507,6599,0.98345752608047687,0.49172876304023844
2017,1610612765,Detroit Pistons,7278,3268,630,7166,0.98461115691123935,0.49230557845561967
2009,1610612749,Milwaukee Bucks,6754,3009,511,6529,0.96668640805448625,0.48334320402724312
2006,1610612740,New Orleans/Oklahoma City Hornets,6428,2831,300,5962,0.92750466708151835,0.46375233354075918
2023,1610612744,Golden State Warriors,7393,3538,1363,8439,1.1414851886920059,0.57074259434600294
2019,1610612755,Philadelphia 76ers,7233,3407,889,7703,1.0649799529932256,0.53248997649661278
